Gyro Roll;Gyro Pitch;Gyro Yaw;Accel X;Accel Y;Accel Z
0.582;0.58;0;0.223;-3.091;-10.699
0.612;0.61;0;0.96;-3.319;-11.281
0.583;0.611;0;3.509;-3.708;-7.497
0.565;0.562;0;1.877;-4.396;-9.555
0.57;0.595;0;0.978;-1.742;-9.76
0.552;0.539;0;1.38;-2.075;-10.045
0.594;0.592;0;3.519;-1.782;-11.109
0.556;0.543;0;1.738;-1.382;-9.656
0.552;0.578;0;1.763;-1.22;-11.138
0.555;0.548;0;1.315;-0.311;-6.863
0.549;0.551;0;3.97;-2.17;-10.478
0.563;0.554;0;2.624;-2.167;-6.554
0.557;0.526;0;1.609;-3.526;-7.411
0.545;0.534;0;4.195;-3.012;-9.949
0.53;0.528;0;5.494;-4.572;-9.396
0.501;0.532;0;2.528;-1.242;-9.019
0.511;0.497;0;4.51;-1.033;-7.995
0.485;0.515;0;3.999;-1.804;-7.153
0.491;0.499;0;4.209;-5.002;-7.467
0.526;0.504;0;5.686;-4.383;-8.551
0.495;0.468;0;2.12;-2.338;-7.455
0.472;0.523;0;2.669;-0.955;-7.746
0.502;0.487;0;4.167;-3.919;-10.789
0.475;0.49;0;4.826;-0.875;-8.236
0.502;0.495;0;1.535;-3.443;-9.719
0.454;0.456;0;5.276;-3.129;-10.29
0.479;0.429;0;2.768;-2.938;-7.187
0.464;0.441;0;3.689;-1.241;-6.545
0.419;0.422;0;1.982;-5.199;-7.209
0.441;0.423;0;2.581;-2.939;-7.16
0.413;0.463;0;2.003;-4.55;-6.945
0.443;0.452;0;2.887;-5.861;-8.167
0.421;0.414;0;2.164;-4.91;-6.253
0.405;0.442;0;3.465;-2.744;-6.501
0.414;0.381;0;2.277;-5.234;-9.621
0.378;0.417;0;1.985;-5.445;-9.006
0.41;0.397;0;4.6;-5.364;-7.419
0.411;0.371;0;1.854;-2.602;-9.107
0.39;0.37;0;2.845;-5.983;-7.522
0.389;0.368;0;3.391;-3.73;-8.218
0.397;0.366;0;2.532;-2.839;-8.092
0.365;0.391;0;3.149;-2.838;-7.54
0.346;0.378;0;4.041;-1.817;-6.608
0.383;0.367;0;3.624;-4.736;-8.829
0.316;0.34;0;2.292;-2.14;-8.049
0.325;0.319;0;4.37;-4.821;-7.484
0.309;0.308;0;6.511;-3.125;-7.126
0.308;0.302;0;5.611;-3.014;-6.939
0.327;0.327;0;4.208;-5.802;-8.426
0.304;0.335;0;4.96;-5.119;-8.832
0.275;0.293;0;2.633;-2.34;-6.486
0.302;0.297;0;3.948;-5.755;-7.965
0.278;0.256;0;4.531;-6.301;-8.883
0.295;0.287;0;4.955;-2.28;-9.01
0.254;0.282;0;3.383;-6.104;-9.946
0.264;0.286;0;5.615;-5.009;-7.432
0.261;0.262;0;3.986;-5.294;-7.775
0.257;0.268;0;4.975;-1.806;-9.304
0.268;0.231;0;4.524;-3.136;-5.843
0.255;0.213;0;4.414;-5.801;-8.415
0.255;0.201;0;3.691;-2.228;-5.322
0.195;0.229;0;3.192;-4.908;-9.777
0.242;0.199;0;2.651;-2.412;-6.324
0.183;0.181;0;5.288;-4.369;-8.339
0.199;0.184;0;2.892;-5.173;-9.788
0.187;0.213;0;3.732;-5.067;-7.176
0.189;0.195;0;3.443;-2.235;-9.353
0.186;0.176;0;7.18;-3.049;-8.014
0.151;0.142;0;3.293;-6.199;-8.207
0.121;0.15;0;2.827;-2.026;-5.475
0.147;0.123;0;2.864;-5.577;-7
0.107;0.131;0;6.916;-4.137;-9.247
0.145;0.144;0;5.588;-3.034;-7.414
0.105;0.141;0;5.628;-4.36;-5.372
0.087;0.141;0;3.815;-4.775;-6.334
0.12;0.097;0;4.897;-1.95;-5.849
0.069;0.08;0;2.979;-4.489;-5.969
0.116;0.103;0;6.354;-6.212;-6.413
0.094;0.065;0;5.757;-2.882;-5.26
0.058;0.094;0;2.975;-1.916;-6.486
0.034;0.092;0;5.346;-5.235;-7.547
0.066;0.034;0;3.897;-5.488;-7.311
0.058;0.037;0;5.736;-4.372;-5.004
0.023;0.06;0;4.137;-4.225;-7.659
0.038;0.043;0;2.722;-2.051;-8.489
0.029;0.044;0;4.807;-5.828;-9.271
0.046;0.046;0;6.033;-4.041;-6.379
0.028;0.027;0;4.37;-4.895;-8.146
-0.012;-8.28E-04;0;2.679;-3.454;-7.585
-0.041;5.44E-03;0;4.044;-2.355;-7.895
-0.032;-0.013;0;4.373;-2.952;-9.047
-7.27E-03;-0.019;0;5.568;-4.656;-7.214
-0.058;-0.056;0;7.027;-3.881;-9.246
-0.033;-0.039;0;5.995;-4.078;-7.323
-0.065;-0.046;0;5.181;-3.341;-8.991
-0.032;-0.048;0;6.189;-6.414;-5.842
-0.086;-0.083;0;4.734;-4.138;-5.648
-0.105;-0.104;0;4.017;-6.416;-8.532
-0.09;-0.108;0;3.783;-6.541;-8.594
-0.084;-0.069;0;3.35;-6.106;-6.139
-0.096;-0.095;0;5.106;-6.01;-5.143
-0.103;-0.139;0;5.063;-5.19;-5.453
-0.15;-0.134;0;6.072;-4.278;-5.692
-0.152;-0.127;0;6.323;-5.79;-8.958
-0.114;-0.165;0;5.471;-5.069;-5.987
-0.128;-0.139;0;3.218;-4.005;-8.122
-0.134;-0.164;0;6.701;-1.833;-9.671
-0.14;-0.136;0;3.768;-5.701;-9.71
-0.181;-0.151;0;3.927;-5.714;-6.726
-0.171;-0.169;0;3.118;-5.401;-6.341
-0.173;-0.158;0;2.742;-5.736;-7.679
-0.216;-0.16;0;4.874;-4.118;-6.795
-0.186;-0.19;0;4.283;-5.573;-5.161
-0.237;-0.231;0;6.711;-5.015;-8.463
-0.238;-0.246;0;4.323;-4.861;-5.959
-0.197;-0.193;0;5.393;-5.045;-8.228
-0.196;-0.239;0;3.573;-2.12;-9.937
-0.256;-0.236;0;6.627;-3.169;-6.251
-0.22;-0.217;0;3.825;-2.591;-6.886
-0.241;-0.26;0;3.545;-4.863;-7.627
-0.241;-0.25;0;5.402;-2.32;-7.061
-0.293;-0.283;0;5.392;-5.037;-10.05
-0.273;-0.254;0;4.548;-3.914;-8.231
-0.25;-0.281;0;3.299;-6.013;-6.46
-0.268;-0.259;0;6.26;-1.61;-6.336
-0.278;-0.319;0;2.784;-4.589;-10.053
-0.314;-0.31;0;3.115;-5.536;-5.437
-0.315;-0.317;0;5.047;-4.853;-5.653
-0.335;-0.319;0;2.868;-4.348;-9.088
-0.298;-0.303;0;4.232;-5.193;-7.862
-0.314;-0.324;0;2.532;-3.401;-6.503
-0.335;-0.319;0;2.876;-1.737;-9.818
-0.318;-0.333;0;6.122;-4.004;-7.73
-0.339;-0.343;0;2.168;-4.758;-7.794
-0.351;-0.346;0;2.994;-3.23;-6.625
-0.342;-0.396;0;2.881;-4.493;-10.441
-0.386;-0.401;0;3.974;-4.812;-7.564
-0.402;-0.349;0;2.446;-3.119;-6.388
-0.382;-0.371;0;4.129;-5.221;-9.087
-0.406;-0.376;0;4.812;-1.248;-10.542
-0.396;-0.413;0;3.027;-3.159;-8.322
-0.393;-0.385;0;4.497;-2.802;-8.945
-0.447;-0.416;0;4.221;-1.354;-5.905
-0.445;-0.422;0;4.77;-3.561;-9.069
-0.447;-0.404;0;4.623;-5.631;-7.942
-0.45;-0.403;0;2.509;-3.187;-10.617
-0.455;-0.434;0;6.056;-4.564;-9.543
-0.478;-0.416;0;4.49;-1.227;-7.527
-0.428;-0.429;0;1.98;-1.993;-9.345
-0.455;-0.484;0;2.834;-2.476;-9.35
-0.476;-0.473;0;5.331;-3.984;-10.718
-0.45;-0.451;0;3.22;-1.803;-9.996
-0.451;-0.477;0;3.149;-3.663;-6.184
-0.449;-0.449;0;4.745;-2.676;-7.401
-0.472;-0.479;0;4.908;-4.929;-6.51
-0.502;-0.503;0;1.001;-1.034;-6.925
-0.486;-0.489;0;2.909;-3.472;-10.051
-0.481;-0.518;0;2.212;-3.152;-11.06
-0.478;-0.535;0;2.031;-4.576;-7.445
-0.483;-0.541;0;3.76;-4.351;-10.006
-0.548;-0.491;0;4.526;-0.922;-8.587
-0.517;-0.543;0;1.92;-1.999;-9.331
-0.545;-0.546;0;1.368;-4.303;-9.115
-0.503;-0.545;0;1.354;-3.306;-8.323
-0.536;-0.56;0;4.867;-1.598;-8.311
-0.569;-0.543;0;4.613;-0.418;-8.51
-0.537;-0.563;0;1.027;-0.994;-10.08
-0.523;-0.569;0;5.112;-3.086;-9.235
-0.583;-0.576;0;0.537;-0.37;-8.351
-0.553;-0.559;0;2.679;-0.484;-7.26
-0.564;-0.553;0;4.405;-0.575;-8.728
-0.593;-0.571;0;0.642;-0.14;-10.153
-0.573;-0.54;0;0.629;-1.236;-10.83
-0.572;-0.602;0;3.561;-1.105;-8.35
-0.588;-0.603;0;0.188;-0.913;-7.952
-0.6;-0.565;0;3.399;-1.283;-6.967
-0.572;-0.602;0;2.823;-1.717;-10.214
-0.584;-0.595;0;2.099;-1.795;-9.362
-0.609;-0.574;0;1.84;-1.745;-8.409
-0.578;-0.599;0;0.674;-2.531;-10.293
-0.633;-0.602;0;0.123;-4.297;-9.712
-0.573;-0.601;0;2.748;0.154;-10.818
-0.624;-0.592;0;2.37;-3.195;-9.59
-0.612;-0.59;0;1.156;0.214;-7.036
-0.64;-0.646;0;3.825;-2.015;-11.826
-0.632;-0.648;0;0.322;-0.103;-8.089
-0.623;-0.646;0;3.003;-2.492;-9.087
-0.631;-0.652;0;-0.245;-2.524;-11.478
-0.6;-0.599;0;0.986;-0.721;-11.909
-0.622;-0.648;0;1.014;-3.721;-10.341
-0.638;-0.634;0;0.393;-3.297;-9.674
-0.66;-0.612;0;1.924;-2.418;-8.82
-0.634;-0.607;0;0.221;-1.068;-9.156
-0.664;-0.626;0;1.945;0.081;-9.608
-0.62;-0.644;0;-0.325;0.801;-10.162
-0.635;-0.628;0;1.704;-2.65;-7.474
-0.617;-0.675;0;2.39;-2.733;-10.973
-0.618;-0.664;0;1.358;0.8;-10.556
-0.634;-0.678;0;0.476;1.326;-8.87
-0.663;-0.647;0;0.035;-2.158;-7.839
-0.659;-0.676;0;1.935;-2.036;-11.519
-0.661;-0.682;0;1.007;-2.272;-10.371
-0.627;-0.623;0;-0.857;-0.163;-10.106
-0.66;-0.645;0;0.829;-2.112;-7.722
-0.623;-0.674;0;-0.374;-2.174;-11.699
-0.647;-0.659;0;0.725;-0.819;-10.494
-0.633;-0.655;0;2.406;0.998;-9.616
-0.626;-0.633;0;-0.763;-0.975;-10.777
-0.625;-0.684;0;2.697;-2.419;-8.523
-0.632;-0.631;0;-0.388;-0.503;-12.137
-0.627;-0.626;0;-0.444;-2.163;-11.873
-0.633;-0.646;0;0.555;-2.186;-9.092
-0.633;-0.679;0;-2.069;0.053;-11.493
-0.654;-0.669;0;-0.984;1.099;-9.987
-0.68;-0.688;0;-1.061;2.072;-11.923
-0.652;-0.637;0;-2.327;-0.808;-12.053
-0.652;-0.636;0;-1.332;0.537;-9.129
-0.68;-0.686;0;-2.288;-0.095;-8.152
-0.631;-0.627;0;-1.059;-0.674;-9.075
-0.686;-0.677;0;-1.6;2.786;-10.909
-0.675;-0.621;0;-2.539;-1.81;-10.592
-0.659;-0.635;0;-1.51;1.385;-10.266
-0.655;-0.636;0;-0.766;2.288;-9.168
-0.618;-0.668;0;1.704;0.637;-8.835
-0.681;-0.657;0;-2.545;-0.378;-8.603
-0.622;-0.668;0;-2.681;-0.042;-7.786
-0.623;-0.669;0;-0.59;-0.081;-10.624
-0.626;-0.627;0;-0.199;0.768;-10.741
-0.67;-0.623;0;-2.501;0.251;-7.853
-0.624;-0.611;0;-1.647;3.463;-9.76
-0.616;-0.631;0;-0.592;-0.207;-7.92
-0.647;-0.615;0;-3.539;-0.326;-11.264
-0.613;-0.669;0;-1.718;1.102;-8.346
-0.654;-0.614;0;-2.911;1.741;-8.29
-0.634;-0.611;0;-3.056;0.142;-7.679
-0.611;-0.637;0;-1.724;-0.121;-9.815
-0.636;-0.606;0;0.663;3.39;-10.974
-0.599;-0.637;0;-1.031;-0.483;-9.501
-0.601;-0.625;0;-3.644;2.15;-9.315
-0.652;-0.589;0;-1.879;0.456;-9.397
-0.585;-0.596;0;-3.809;0.079;-11.682
-0.632;-0.586;0;-3.466;3.012;-9.819
-0.615;-0.599;0;0.02;0.024;-7.899
-0.628;-0.64;0;-1.134;3.763;-8.806
-0.63;-0.63;0;-2.122;2.912;-8.244
-0.597;-0.616;0;-3.556;3.547;-8.915
-0.575;-0.594;0;-3.233;1.704;-9.656
-0.611;-0.599;0;-4.371;-0.044;-7.463
-0.579;-0.57;0;-4.132;3.928;-10.046
-0.612;-0.614;0;-4.58;1.41;-11.224
-0.581;-0.608;0;-4.639;3.305;-7.196
-0.564;-0.575;0;-1.701;1.37;-8.436
-0.561;-0.572;0;-3.376;1.287;-7.61
-0.601;-0.588;0;-3.546;2.687;-11.237
-0.574;-0.55;0;-2.708;3.824;-10.628
-0.574;-0.561;0;-1.842;1.788;-10.041
-0.562;-0.546;0;-3.38;2.853;-7.614
-0.589;-0.566;0;-2.029;3.465;-10.654
-0.553;-0.521;0;-4.596;2.413;-9.572
-0.55;-0.518;0;-1.184;4.817;-10.076
-0.526;-0.532;0;-3.705;2.743;-8.425
-0.507;-0.537;0;-0.781;4.687;-9.682
-0.504;-0.544;0;-1.635;2.269;-10.284
-0.539;-0.503;0;-3.943;1.183;-8.236
-0.498;-0.506;0;-3.422;2.938;-7.481
-0.509;-0.497;0;-2.152;4.773;-10.964
-0.496;-0.529;0;-0.754;1.899;-8.483
-0.502;-0.502;0;-2.046;0.711;-6.736
-0.486;-0.509;0;-2.785;3.05;-6.863
-0.529;-0.471;0;-1.099;3.654;-7.277
-0.493;-0.481;0;-1.205;2.618;-8.45
-0.458;-0.511;0;-1.293;3.616;-9.126
-0.484;-0.468;0;-3.096;1.508;-7.459
-0.477;-0.449;0;-3.225;3.812;-10.698
-0.466;-0.483;0;-3.154;3.415;-6.672
-0.463;-0.452;0;-2.443;2.431;-7.693
-0.479;-0.474;0;-4.774;3.344;-6.128
-0.48;-0.423;0;-2.573;3.492;-7.849
-0.425;-0.457;0;-4.835;2.445;-7.33
-0.448;-0.467;0;-4.541;4.979;-7.515
-0.43;-0.426;0;-3.615;5.759;-10.289
-0.43;-0.401;0;-5.673;1.346;-9.499
-0.413;-0.428;0;-2.73;5.113;-7.153
-0.412;-0.393;0;-1.629;1.451;-10.254
-0.423;-0.383;0;-4.484;4.711;-7.445
-0.374;-0.399;0;-5.728;2.873;-7.008
-0.419;-0.369;0;-4.347;5.136;-7.296
-0.402;-0.395;0;-1.697;5.4;-5.766
-0.399;-0.363;0;-4.36;3.311;-9.818
-0.346;-0.403;0;-3.059;4.627;-8.709
-0.393;-0.348;0;-5.562;5.85;-9.008
-0.335;-0.328;0;-5.367;5.2;-9.972
-0.326;-0.379;0;-2.413;2.787;-5.848
-0.372;-0.315;0;-4.525;4.259;-7.171
-0.372;-0.323;0;-4.605;4.87;-7.488
-0.322;-0.328;0;-2.004;3.835;-9.595
-0.346;-0.321;0;-3.486;4.874;-6.026
-0.32;-0.325;0;-1.912;2.759;-7.162
-0.31;-0.306;0;-4.634;4.588;-7.981
-0.305;-0.313;0;-2.489;2.808;-6.047
-0.296;-0.273;0;-5.338;6.382;-10.015
-0.321;-0.277;0;-6.196;3.679;-8.545
-0.294;-0.308;0;-4.888;5.243;-6.415
-0.269;-0.261;0;-2.88;2.273;-9.437
-0.267;-0.279;0;-3.325;5.188;-5.621
-0.238;-0.259;0;-3.101;4.555;-6.593
-0.254;-0.253;0;-4.466;4.599;-6.699
-0.224;-0.263;0;-3.961;2.965;-6.742
-0.213;-0.214;0;-2.884;3.224;-9.215
-0.232;-0.251;0;-2.993;4.55;-9.734
-0.191;-0.207;0;-4.295;4.243;-7.368
-0.235;-0.216;0;-4.95;5.134;-9.897
-0.196;-0.227;0;-6.182;6.456;-8.222
-0.185;-0.198;0;-2.436;4.284;-7.428
-0.178;-0.172;0;-2.493;3.249;-5.658
-0.158;-0.16;0;-5.021;4.47;-5.941
-0.207;-0.168;0;-6.578;2.631;-7.557
-0.151;-0.141;0;-6.447;2.659;-8.333
-0.134;-0.136;0;-2.35;3.271;-9.397
-0.15;-0.121;0;-3.023;4.249;-6.309
-0.159;-0.109;0;-5.318;3.324;-6.959
-0.123;-0.108;0;-5.685;5.106;-9.389
-0.109;-0.149;0;-4.084;5.819;-8.626
-0.087;-0.131;0;-5.01;5.252;-7.791
-0.13;-0.123;0;-7.193;6.06;-5.368
-0.104;-0.128;0;-4.702;4.784;-6.341
-0.072;-0.12;0;-4.408;6.532;-7.92
-0.092;-0.087;0;-5.929;2.291;-9.377
-0.106;-0.093;0;-4.787;6.314;-8.303
-0.093;-0.073;0;-5.147;4.049;-7.286
-0.084;-0.05;0;-3.911;5.675;-8.829
-0.039;-0.055;0;-3.166;6.572;-8.071
-0.035;-0.034;0;-4.183;6.506;-9.404
-0.038;-0.018;0;-6.378;4.062;-5.95
-0.035;-0.036;0;-3.024;6.015;-4.936
-0.028;-0.012;0;-3.466;2.563;-7.318
8.27E-03;0.012;0;-5.606;2.764;-8.629
-0.032;-0.035;0;-4.283;5.83;-6.041
0.036;4.79E-03;0;-5.786;2.893;-8.773
0.028;0.031;0;-4.032;2.807;-9.215
0.02;0.038;0;-6.29;2.328;-9.416
0.04;0.027;0;-2.715;3.421;-5.346
0.051;0.049;0;-2.595;4.929;-9.622
0.044;0.073;0;-5.458;3.586;-4.916
0.086;0.023;0;-6.362;4.304;-9.24
0.094;0.066;0;-3.896;3.027;-6.864
0.094;0.096;0;-4.024;3.663;-6.434
0.09;0.052;0;-3.637;4.885;-6.494
0.096;0.116;0;-3.298;6.256;-7.594
0.118;0.07;0;-6.634;5.366;-8.915
0.097;0.132;0;-5.537;2.678;-5.291
0.086;0.133;0;-3.9;3.309;-9.708
0.143;0.103;0;-3.812;2.983;-7.356
0.143;0.148;0;-2.735;4.315;-7.857
0.162;0.17;0;-3.281;5.263;-5.461
0.178;0.158;0;-4.513;6.037;-7.84
0.16;0.169;0;-5.095;6.334;-9.554
0.17;0.129;0;-5.265;6.568;-8.624
0.168;0.202;0;-3.271;3.877;-7.672
0.147;0.184;0;-2.401;3.312;-8.543
0.167;0.154;0;-3.097;4.323;-6.323
0.189;0.178;0;-2.9;5.028;-9.42
0.2;0.223;0;-4.729;5.072;-6.172
0.239;0.182;0;-6.689;5.227;-5.612
0.219;0.23;0;-3.812;3.78;-5.71
0.219;0.238;0;-3.81;2.075;-8.651
0.213;0.23;0;-5.667;3.328;-7.828
0.22;0.222;0;-2.364;3.399;-6.647
0.243;0.274;0;-3.921;2.684;-6.607
0.249;0.234;0;-5.636;5.788;-10.047
0.244;0.233;0;-6.656;4.777;-6.152
0.259;0.294;0;-3.477;1.748;-6.031
0.301;0.261;0;-3.272;2.768;-5.525
0.259;0.298;0;-2.112;3.938;-6.762
0.322;0.296;0;-3.189;4.648;-6.409
0.299;0.275;0;-3.586;5.808;-8.986
0.278;0.286;0;-5.96;4.693;-6.387
0.341;0.292;0;-2.32;2.281;-6.926
0.335;0.344;0;-5.072;4.97;-5.657
0.323;0.331;0;-6.118;4.235;-5.751
0.323;0.341;0;-5.165;5.021;-9.269
0.311;0.344;0;-4.866;2.151;-9.33
0.319;0.378;0;-5.952;5.248;-9.441
0.375;0.335;0;-4.861;4.99;-6.454
0.393;0.39;0;-4.657;4.614;-6.972
0.341;0.356;0;-3.908;3.897;-6.151
0.376;0.4;0;-3.916;4.539;-8.222
0.407;0.386;0;-5.915;6.027;-6.88
0.41;0.393;0;-4.844;4.404;-8.619
0.421;0.395;0;-2.997;2.51;-7.903
0.417;0.413;0;-5.865;5.346;-9.702
0.422;0.412;0;-4.578;1.434;-10.119
0.45;0.429;0;-1.436;2.973;-8.585
0.442;0.445;0;-3.074;4.278;-8.907
0.457;0.462;0;-6.053;4.881;-6.836
0.433;0.468;0;-3.687;3.797;-7.964
0.422;0.442;0;-1.541;5.549;-6.489
0.445;0.451;0;-3.096;1.978;-8.643
0.479;0.486;0;-1.272;2.561;-6.551
0.459;0.46;0;-1.324;1.066;-8.563
0.438;0.475;0;-4.303;1.15;-6.165
0.48;0.454;0;-3.656;4.756;-7.26
0.512;0.471;0;-4.251;4.492;-8.578
0.466;0.491;0;-5.555;1.758;-9.402
0.478;0.47;0;-3.774;4.03;-8.019
0.511;0.485;0;-3.995;2.502;-8.899
0.476;0.49;0;-2.354;0.922;-6.527
0.476;0.502;0;-4.101;5.035;-6.936
0.538;0.487;0;-4.41;0.78;-9.194
0.524;0.547;0;-2.028;4.139;-8.795
0.513;0.504;0;-1.019;3.174;-11.186
0.499;0.536;0;-4.319;1.448;-9.231
0.549;0.547;0;-1.105;4.991;-6.749
0.544;0.563;0;-2.167;0.802;-7.415
0.545;0.518;0;-2.892;0.662;-9.531
0.554;0.557;0;-4.079;4.303;-8.333
0.577;0.573;0;-0.695;3.154;-8.644
0.534;0.543;0;-2.124;2.919;-8.374
0.527;0.567;0;-4.393;1.436;-8.461
0.584;0.571;0;-4.095;1.131;-8.54
0.585;0.551;0;-3.199;3.313;-9.265
0.59;0.576;0;-1.944;2.19;-9.743
0.582;0.587;0;-0.092;2.416;-9.426
0.596;0.561;0;-4.044;3.082;-9.585
0.555;0.581;0;-0.481;3.805;-11.235
0.557;0.582;0;-1.616;2.665;-7.968
0.574;0.586;0;-4.508;-0.11;-10.102
0.623;0.583;0;-1.682;3.26E-04;-7.264
0.567;0.628;0;-1.965;2.247;-6.947
0.607;0.624;0;-1.699;0.743;-9.613
0.629;0.631;0;-4.15E-04;1.816;-9.062
0.582;0.627;0;0.229;3.811;-11.477
0.635;0.622;0;-0.847;1.531;-11.19
0.644;0.643;0;-2.13;0.626;-7.639
0.62;0.601;0;-3.037;3.462;-8.653
0.621;0.629;0;-1.592;2.39;-9.592
0.637;0.653;0;-1.006;3.194;-10.23
0.659;0.615;0;0.751;2.734;-8.765
0.607;0.624;0;-3.674;3.315;-11.259
0.626;0.641;0;0.152;1.75;-9.732
0.603;0.661;0;-3.653;2.593;-10.064
0.652;0.607;0;-0.23;3.539;-10.955
0.635;0.618;0;0.627;1.559;-8.951
0.617;0.633;0;-2.223;2.746;-10.145
0.624;0.616;0;-1.791;0.302;-10.742
0.639;0.651;0;-2.075;1.999;-7.938
0.632;0.639;0;-2.982;0.354;-9.799
0.638;0.645;0;-2.249;-1.203;-10.039
0.659;0.648;0;-1.717;0.89;-7.737
0.626;0.648;0;-2.445;3.002;-11.166
0.65;0.674;0;-0.842;1.118;-9.495
0.672;0.641;0;-1.27;-0.546;-9.002
0.63;0.684;0;0.547;-0.913;-10.749
0.661;0.624;0;0.922;-1.436;-7.465
0.68;0.642;0;-0.429;-1.205;-9.252
0.646;0.638;0;0.265;2.891;-9.422
0.674;0.633;0;1.354;1.392;-7.814
0.662;0.688;0;-1.829;-1.094;-11.034
0.682;0.629;0;0.728;1.972;-7.858
0.664;0.682;0;-1.132;-0.961;-7.493
0.627;0.661;0;2.189;1.419;-9.34
0.653;0.67;0;0.365;-1.96;-7.881
0.644;0.679;0;-0.147;1.905;-11.16
0.658;0.627;0;0.315;-1.437;-11.262
0.653;0.635;0;0.178;0.31;-8.618
0.634;0.66;0;2.206;-1.169;-9.017
0.663;0.682;0;-0.43;1.052;-10.9
0.675;0.691;0;0.099;1.144;-8.799
0.648;0.643;0;-0.355;0.105;-7.829
0.679;0.631;0;-0.553;1.413;-10.521
0.656;0.673;0;1.123;0.131;-9.825
0.648;0.689;0;-0.665;-0.782;-11.48
0.653;0.625;0;1.419;-1.084;-8.597
0.648;0.629;0;-1.516;-1.784;-9.479
0.625;0.641;0;-0.595;1.404;-11.336
0.656;0.635;0;3.237;-2.067;-8.941
0.641;0.677;0;-1.233;-2.48;-10.359
0.667;0.645;0;-1.087;-0.37;-8.509
0.615;0.679;0;-0.994;-0.651;-7.34
0.62;0.628;0;2.17;-1.542;-8.751
0.647;0.657;0;-0.849;-1.865;-11.733
0.633;0.654;0;1.921;-1.01;-8.872
0.631;0.64;0;3.234;-2.838;-7.563
0.611;0.637;0;2.584;-2.484;-11.801
0.668;0.619;0;-0.273;0.199;-10.084
0.602;0.605;0;1.26;-2.962;-11.39
0.644;0.609;0;0.122;-3.777;-9.374
0.661;0.635;0;2.05;-1.674;-9.912
0.647;0.657;0;3.099;-2.057;-8.91
0.607;0.643;0;0.046;-0.647;-10.757
0.629;0.601;0;3.12;-3.018;-9.069
0.593;0.636;0;-0.239;-0.678;-10.495
0.622;0.595;0;1.224;-0.995;-8.992
0.643;0.617;0;0.529;-3.645;-7.278
0.617;0.624;0;2.255;-3.167;-11.356
0.606;0.611;0;4.024;-0.911;-11.331
0.627;0.615;0;4.389;-3.235;-7.363
0.593;0.614;0;0.47;-2.018;-7.181
0.582;0.624;0;3.622;-0.59;-8.191
0.563;0.577;0;3.1;-1.702;-7.2
0.558;0.591;0;4.687;-2.629;-8.896
0.593;0.59;0;0.929;-1.925;-11.527
0.547;0.595;0;3.371;-3.156;-8.691
0.557;0.561;0;0.33;-1.364;-9.127
0.587;0.575;0;3.789;-4.319;-7.24
0.55;0.551;0;1.445;-1.762;-8.112
0.586;0.579;0;1.966;-2.918;-9.558
0.58;0.538;0;3.01;-1.269;-8.95
0.548;0.576;0;4.065;-3.722;-7.226
0.548;0.564;0;1.814;-4.945;-9.644
0.514;0.557;0;1.01;-4.671;-6.969
0.543;0.515;0;3.437;-3.315;-9.381
0.537;0.563;0;1.498;-2.174;-7.008
0.559;0.53;0;0.876;-2.052;-8.395
0.536;0.498;0;1.869;-4.644;-6.655
0.526;0.518;0;5.029;-0.776;-9.005
0.541;0.496;0;4.451;-1.54;-7.244
0.493;0.502;0;1.894;-4.046;-10.769
0.523;0.503;0;1.306;-1.029;-8.15
0.514;0.524;0;2.182;-1.01;-9.508
0.495;0.511;0;1.346;-1.828;-8.863
0.488;0.512;0;5.335;-1.577;-7.579
0.511;0.501;0;3.321;-2.715;-6.459
0.498;0.499;0;5.182;-3.092;-6.683
0.489;0.467;0;2.257;-1.81;-9.028
0.49;0.476;0;3.436;-4.216;-9.818
0.493;0.444;0;3.963;-2.569;-6.351
0.463;0.45;0;4.437;-2.49;-8.474
0.476;0.448;0;5.391;-2.646;-9.715
0.448;0.465;0;5.424;-5.763;-10.519
0.436;0.452;0;1.981;-1.787;-6.003
0.4;0.438;0;3.805;-3.552;-7.957
0.401;0.429;0;3.834;-4.899;-10.074
0.41;0.399;0;2.049;-5.457;-7.311
0.387;0.395;0;1.653;-3.606;-7.682
0.418;0.422;0;2.852;-1.349;-7.393
0.418;0.425;0;3.702;-3.745;-6.596
0.38;0.361;0;4.017;-3.332;-8.745
0.407;0.353;0;3.006;-5.211;-7.401
0.401;0.387;0;4.943;-4.976;-6.83
0.339;0.341;0;5.65;-1.611;-5.898
0.385;0.346;0;5.319;-3.391;-9.976
0.332;0.374;0;3.449;-2.259;-6.805
0.37;0.367;0;3.103;-1.368;-10.13
0.37;0.373;0;2.599;-4.588;-6.872
0.319;0.359;0;6.045;-5.363;-9.908
0.349;0.332;0;6.019;-6.024;-8.832
0.326;0.291;0;6.136;-3.844;-9.967
0.341;0.306;0;3.301;-2.623;-9.861
0.333;0.279;0;3.355;-4.274;-7.308
0.28;0.323;0;5.386;-5.858;-6.765
0.261;0.261;0;4.058;-2.696;-9.478
0.291;0.298;0;4.829;-5.588;-9.621
0.252;0.273;0;3.473;-2.629;-9.535
0.272;0.241;0;4.515;-1.963;-9.945
0.25;0.242;0;2.624;-5.324;-8.458
0.281;0.229;0;5.328;-5.444;-5.702
0.221;0.242;0;6.651;-6.377;-5.824
0.265;0.231;0;4.278;-2.702;-9.979
